date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
19/10/2019 15:05,MuhraAlJeraisy,,2,8,6,مجهودات جباره على أعلى مستوى لإنجاح موسم الرياض، لكن محد من المسؤولين فكر بوضع سكان حي حطين! شي مُخجل ومُؤسف إن بلد بهالإمكانيات مو قادرة تحل مشكله مثل هذي! #معاناه_سكان_حطين @RiyadhSeason @Turki_alalshikh @eMoroor @n_hteen,,#NAME?,,1.19E+18,https://twitter.com/MuhraAlJeraisy/status/1185572794131795971
19/10/2019 15:04,n3355na,moror_friends,0,0,0,#معاناة_سكان_حطين يا #أصدقاء_المرور تعال خذلك لفة صغيرة في #حي_حطين وغرد عن وضع السيارات اللى واقفة غلط بكل شارع والبعض مسكر ابواب المنازل وبعض والشوارع مغلقة السؤال الى متى هذا الوضع,,,,1.19E+18,https://twitter.com/n3355na/status/1185572331428761600
19/10/2019 14:56,yomhlo,,1,0,1,#معاناه_سكان_حطين فراقيع في منتصف الليل ,,,,1.19E+18,https://twitter.com/yomhlo/status/1185570446017777665
19/10/2019 14:51,hessahalmutair6,,4,2,1,بيتنا على شارعين وكلها سيارات نجي ماتقدر نوقف او ندخل بيتنا سيارات وراء بعض واقفه وساده الباب #معاناه_سكان_حطين,,,,1.19E+18,https://twitter.com/hessahalmutair6/status/1185569258530639875
19/10/2019 14:43,n3355na,,0,0,0,#معاناة_سكان_حطين أستغرب اغلاق دوار تركي الاول مع محمد بن سلمان وبعض الطرقات والبوليفارد مغلق من الصباح الى بعد صلاة الظهر كيف نطلع من #حي_حطين وندخل الى منازلنا بكل راحة #موسم_الرياض,,,,1.19E+18,https://twitter.com/n3355na/status/1185567233453576192
19/10/2019 14:32,xxjrk,,0,0,0,كارثه الوضع لايطاق للسكان الحي #معاناه_سكان_حطين,,,,1.19E+18,https://twitter.com/xxjrk/status/1185564473962237952
19/10/2019 14:19,monerh4n,,1,0,2,#معاناه_سكان_حطين الله يعين مايكغينا الرياض بارك وزحمته يجينا موسم الرياض كان راحو للجنادريه مناسبه لهم وبعيده عن المساكن انغثينا والله من الزحام ،،,,,,1.19E+18,https://twitter.com/monerh4n/status/1185561176043872256
19/10/2019 13:25,n_hteen,Turki_alalshikh,2,26,30,تشكرون على جهودكم المبذولة يا مستشار لكن سكان #حي_حطين يعانون في الوصول لبيوتهم وأمام منازلهم من الزوار آمل منكم متابعة الهاشتاق #معاناه_سكان_حطين وتلافي بعض المشاكل الموجودة وكلنا ثقة بكم ,,,,1.19E+18,https://twitter.com/n_hteen/status/1185547451882770435
19/10/2019 13:06,amowinea,,0,2,0,#معاناه_سكان_حطين ياليت يشوفون حل للأهالي اغلب طرق الحي مقفله!! ألعاب نارية بعد الساعة ١٢ الليل!! زحمة غير طبيعية في الشوارع الداخلية فوضى المواقف والوقوف في اماكن مخالفة,,,,1.19E+18,https://twitter.com/amowinea/status/1185542781550379008
19/10/2019 11:52,Dr_noura_,,0,0,3,تزخر الرياض بإمكان بيضاء واسعه وليست قريبه من اماكن حيوية ، اقترح ابعادها عن المناطق المأهولة بالسكان مثلا طريق الملك عبدالعزيز شمال او قرب العيينه او قرب الجنادريه هذا راح يحل ازمه المواقف او إغلاق طرق #معاناه_سكان_حطين,,,,1.19E+18,https://twitter.com/Dr_noura_/status/1185524201484177408
19/10/2019 11:46,NadiaAlHumaid,PTBSaudi,1,3,3,العاب ناريه الساعه ٢ صباحا يوم السبت ١٩ اكتوبر !!! هل هذا يعقل ! اذا انتم ناس تسهر بالليل وتنام بالنهار، احنا ناس طبيعيين ننام بدري، حتى داخل بيوتنا ما نرتاح @Turki_alalshikh #معاناه_سكان_حطين #معاناة_سكان_حطين @HITTIN_RH,,#NAME?,,1.19E+18,https://twitter.com/NadiaAlHumaid/status/1185522627990962177
19/10/2019 11:30,amal_ro,,0,1,0,#معاناه_سكان_حطين على كثر محاولات الحوثي لافزاع المواطنين وترويع الاطفال في بلدنا الا ان قواتنا ودفاعنا كان له بالمرصاد ولم يحقق له مبتغاه ثم ياتينا سوء التنظيم والتركيز على شريحه واحده فقط من المواطنين واهمال البقيه فيفزع النائمين في بيوتهم ويرعب الاطفال بالالعاب الناريه ٢ليلا,,,,1.19E+18,https://twitter.com/amal_ro/status/1185518554088652800
19/10/2019 10:58,saod16000,,0,1,1,حينا من يومه هادي وتطلع ودخل وانت مرتاح وفي يوم وليلة ازعاج وزحمة والألعاب النارية في البداية حسبتها صاروخ من الحوثي ( الله يكفينا شره و ينصر جنودنا) ثمن استوعبت انها الافتتاحية #معاناة_سكان_حطين,,,,1.19E+18,https://twitter.com/saod16000/status/1185510563310383105
19/10/2019 10:43,mab7o0o7ah,vitamin64,5,2,0,المفروض لعبو على حقين جنوب الرياض وحطو لهم نافوره راقصه في وادي نمار والا بحيرة منتزه سلام تغني لهم ياطيبه وحطو لحقين شرق مثلها تمويه اما انك تجمع امة لا اله الا الله في نقطة تجمع صغيره وضيقه صعب #معاناه_سكان_حطين ,,,,1.19E+18,https://twitter.com/mab7o0o7ah/status/1185506736817524741
19/10/2019 10:31,hnaa2007,,19,82,48,ان يتحول الترفية لتطفيش اهالي حي! نخرج ان خرجنا مضطرين ولا نعلم كيف ندخل الحي مرةً آخرى؟المرور يحولنا للمواقف! تمام الساعة الثانية والنصف ليلاً كم من صغار فزعوا من نومهم وكم من مريض انهك فوق مرضه بخوف شديد وكأنها انفجارات متتالية! العاب نارية بوسط حي سكني؟! #معاناه_سكان_حطين,,,,1.19E+18,https://twitter.com/hnaa2007/status/1185503832706637825
19/10/2019 10:31,1Ajyal1,,1,1,1,#معاناه_سكان_حطين العاب نارية الساعة ١٢:٣٠ فجرا !!؟ يعني كيف ينامون اطفالنا !؟ اللي اعرفه الالعاب الناريه تكون ٨ أو ٩ مساء !؟ فوق الزحمة مانقدر ننام من هالالعاب اللي كنها قنابل ! حرجة أو طارئة!! @emara_riyadh @eMoroor @Turki_alalshikh,,#NAME?,,1.19E+18,https://twitter.com/1Ajyal1/status/1185503643518341120
19/10/2019 10:28,NouraHM09,,1,0,0,#معاناه_سكان_حطين سبحان الله وبحمده ..سبحان الله العظيم .. طيب اقلها اعطووو اصحاب البيوت تصربح دخول بيوتهم الشرطه تمنع الدخول والبيت قدامي مومعقوله ,,,,1.19E+18,https://twitter.com/NouraHM09/status/1185502952166952961
19/10/2019 10:27,dede2013_,,0,0,0,#معاناه_سكان_حطين العاب نارية الساعة ١٢:٣٠ فجرا !!؟ يعني كيف ينامون اطفالنا !؟ اللي اعرفه الالعاب الناريه تكون ٨ أو ٩ مساء !؟ فوق الزحمة مانقدر ننام من هالالعاب اللي كنها قنابل ! حرجة أو طارئة!! @emara_riyadh @eMoroor @Turki_alalshikh,,#NAME?,,1.19E+18,https://twitter.com/dede2013_/status/1185502731760521216
19/10/2019 9:58,altamimi_S,,1,1,0,#معاناة_سكان_حطين حل المشكله بسيط يتمثل في اعطاء سكان الحي استكرات تلصق على السيارة ويرضع عند مداخل الحي دوريات تتحقق من دخول السيارات التي عليها استكر,,,,1.19E+18,https://twitter.com/altamimi_S/status/1185495516496519170
19/10/2019 9:33,vAbady,,1,0,0,#معاناه_سكان_حطين عليكم بالصبر يا اهل حطين في سبيل دعم نجاح موسم الترفيه القائم في الرياض، انتم في نعمة عظيمة كون هذي الفعاليات على بعد خطوة واحدة من منازلكم.,,,,1.19E+18,https://twitter.com/vAbady/status/1185489156803301376
19/10/2019 9:21,3adel1998_,,0,0,0,اعداء الترفيه بيستغلون ابووه #معاناه_سكان_حطين,,,,1.19E+18,https://twitter.com/3adel1998_/status/1185486235399315456
19/10/2019 9:08,83_Abeer_,vAbady,0,0,0,لما يجيك مثل هذي النوعيه؟؟ همها التطبيل حتى على باطل اعرف ان المجتمع لسى يعاني احنا مو ضد الترفيه بس الغلط غلط لاتصير مالك راي؟ ..يكفي الاشكال اللي تشوفها وقت الاحتفالات لا ثقافه ولا احترام من اليوم الوطني ..وتصرفات تجيب المرض.. ترى عندنا التزامات وامور أهم ! #معاناه_سكان_حطين ,,,,1.19E+18,https://twitter.com/83_Abeer_/status/1185482867436072960
19/10/2019 8:50,Layla_m_b,,2,0,1,بصراحة معاناة ... انا تفكيري مو بالزحمة بس ...الإزعاج المؤذي الصاخب للمرضى وغير المرضى ..مافي احترام وخصوصية لأهل الحي ..شي يخجل !!!! **لبسنا قشرة الحضارة والروح جاهلية ** #معاناه_سكان_حطين,,,,1.19E+18,https://twitter.com/Layla_m_b/status/1185478293912465408
19/10/2019 8:31,saadd05042,,0,0,0,#معاناه_سكان_حطين,,,,1.19E+18,https://twitter.com/saadd05042/status/1185473408232054784
19/10/2019 8:27,NHSHU99,,1,0,1,الغريبه في الموضوع ان اغلب مرتادي الفعاليات من خارج الحي ومن مناطق اخرى بعيده جدا!!!#معاناة_سكان_حطين,,,,1.19E+18,https://twitter.com/NHSHU99/status/1185472588937650183
19/10/2019 7:56,captainnfnf,,3,2,1,#معاناه_سكان_حطين نقطه رقم واحد وش قصدهم بالشركه المشغله؟ هل رفع الشكوى يكون في مبنى الأماره ولا فيه طريقه اون لاين؟ اللي عنده خلفيه يفيدني لان خلاص طفح الكيل. ,,,,1.19E+18,https://twitter.com/captainnfnf/status/1185464785980329986
19/10/2019 7:52,sbamabd,,0,2,2,#معاناه_سكان_حطين هل أنظمة البلد تسمح بخرق القوانين ليتم التعدي على الاحياء المجاورة بالازعاج وتسكير مداخل الحي يجب رفع قضية على هيئة الترفية,,,,1.19E+18,https://twitter.com/sbamabd/status/1185463626448199682
19/10/2019 7:43,moath_2,,1,1,0,تجهيز مكان يكون استثنائي للموسم مع استضافة افضل المطاعم والمقاهي العالمية لإستقبال زوار بأعداد ضخمة بدون تجهيز اماكن مخصصة لمواقف السيارات ضحيتها اصبحت سكان الحي ، لماذا تم اختيار حي حطين بوجه التحديد وهو حي سكني !؟ #معاناه_سكان_حطين,,,,1.19E+18,https://twitter.com/moath_2/status/1185461547931504640
19/10/2019 7:31,media_sara,,2,0,1,والله أنتظر هالهشتاق من أول يوم #معاناه_سكان_حطين,,,,1.19E+18,https://twitter.com/media_sara/status/1185458543551492096
19/10/2019 7:23,AlajajiAziz,,3,2,3,#معاناه_سكان_حطين بس يصرفون بطاقات مرور سريع للسكان . صراحة مشكلة الواحد يشوف بيته ولا يقدر ياصل له .. والمشكلة الادهى توقيف سياراتهم داخل الحي واغلاق الابواب، وللاسف نوعيات غريبه وعجيبه ما ادري وينها جايه منه .,,,,1.19E+18,https://twitter.com/AlajajiAziz/status/1185456362706423808
19/10/2019 7:19,al_fares4u,,0,0,1,@HITTIN_RH #معاناه_سكان_حطين ,,#NAME?,,1.19E+18,https://twitter.com/al_fares4u/status/1185455347961610240
19/10/2019 7:10,omarbinsaadd,,1,2,0,ناس مبسوطة وناس مقهورة معاناة حقيقية. نعيشها بسبب موقع الحفل داخل الحي والمرور والزحام مسكر علينا هل ستستمر المعاناة ام يجدون لنا حل وهو تغير الموقع الى خارج الأحياء السكنية #معاناه_سكان_حطين,,,,1.19E+18,https://twitter.com/omarbinsaadd/status/1185453024048754689
19/10/2019 7:07,vAbady,,2,0,0,#معاناه_سكان_حطين الهاشتاق فرصه قاعد يستغلها اعداء الترفيه والسعادة للهجوم على العمل المميز اللي يقدمه معالي المستشار.,,,,1.19E+18,https://twitter.com/vAbady/status/1185452297360416773
19/10/2019 6:44,omarbinsaadd,,0,0,1,مفرقعات نارية بعد نص الليل معقول من وضع التوقيت عليه مراجعة ذلك وجعلها عشر او تسع مساء #معاناه_سكان_حطين,,,,1.19E+18,https://twitter.com/omarbinsaadd/status/1185446491114164224
19/10/2019 6:39,omarbinsaadd,,0,0,0,من الصبح مسكرة الشوارع يالله صباح خير من المفترض ان الاحتفالات تكون خارج الأحياء السكنية ماشاء الله الرياض تحيط بها أراضي شاسعة البديل موجود #معاناه_سكان_حطين,,,,1.19E+18,https://twitter.com/omarbinsaadd/status/1185445456446447616
19/10/2019 6:16,madlinrose,,1,0,0,#معاناه_سكان_حطين خلونا نعترف انه كثير عندنا فيهم همجية المرور حط لنا خطة مرورية علشان نتفادى هالزحام والفعالية وفرت مواقف ضعف حجمها مع العلم انه المكان فعلاً بأطراف الرياض وما حوله مباني الا زاوية حي حطين لكن للاسف من الاسهل على الناس تشغل قوقل مباشرة بدل ما تتبع الخطة,,,,1.19E+18,https://twitter.com/madlinrose/status/1185439537796993024
19/10/2019 5:39,gegee123456,,0,0,0,#معاناة_سكان_حطين العاب ناريه نص الليل فزينا من النوم حسبي الله وكفى مشوارينا كنسلناها بسبب الزحمه اذا مومستعدين للسياحه كنتو اجلتوها شوي,,,,1.19E+18,https://twitter.com/gegee123456/status/1185430332339904513
19/10/2019 5:10,Manal3bdallah,,1,0,0,رضينا بالزحمة وصعوبة الدخول والخروج من الحي لكن اصوات الالعاب النارية (المتفجرات) والاغاني والموسيقى موجودة بعد الساعه ١٢ ليلا هذا شي لايحتمل لازم تشوفون له حل @Turki_alalshik @RiyadhSeason #معاناه_سكان_حطين,,#NAME?,,1.19E+18,https://twitter.com/Manal3bdallah/status/1185422925790437376
19/10/2019 4:29,MazenRM,,1,0,0,الله يعين الأهالي #معاناه_سكان_حطين,,,,1.19E+18,https://twitter.com/MazenRM/status/1185412532556746753
19/10/2019 3:40,aljoni1411_ali,,0,0,0,لا بد من عمل تنظيم عالي لسكان الحي أمس تقريبا ساعة ونصف حتى أوصل البيت من الزحام وفي النهاية لم أستطع أن أوقف سيارتي عند بيتي بسبب الزحام #معاناه_سكان_حطين,,,,1.19E+18,https://twitter.com/aljoni1411_ali/status/1185400265408745472
19/10/2019 3:34,SsE1j8MeFSuOZY9,,0,0,0,#معاناة_سكان_حطين الحل تظلم ببرقية عاجلة لمقام الملك وولي عهده تظلم عاجل للإمارةوالداخلية وهيئات حقوق الإنسان ومكافحة الفسادوالرقابةوالتحقيق والترفيه ووزارة الشؤون البلدية تقديم دعوى لديوان المظالم ضد الترفيه والبلديات بإزالةالموقع ومنعهم من أية فعالية في الحي وط تركي والخير,,,,1.19E+18,https://twitter.com/SsE1j8MeFSuOZY9/status/1185398686760783872
19/10/2019 3:01,bakiza94,,1,0,0,المشكله انه الفعالية صعب تنتقل لأنه اوردي بنو النافوره والاشياء الثانيه في البوليڤارد، الله يعيين #معاناه_سكان_حطين,,,,1.19E+18,https://twitter.com/bakiza94/status/1185390438271901696
19/10/2019 2:54,alohi20000,,1,3,0,#معاناه_سكان_حطين لا كذا كثيييييير مره الساعه تقريبا ٦ الصباح واصوات الموسيقى شغاله والله كثيييير........ شي من الاحترام لاهل الحي مصختوها بقوه @Turki_alalshikh @Amanatalriyadh,,#NAME?,,1.19E+18,https://twitter.com/alohi20000/status/1185388832310644736
19/10/2019 1:39,mab7o0o7ah,abr9977,3,1,0,واصبر اذا انكبو علينا حقين عفيف والدوادمي بيبيعون اهل حطين بيوتهم #معاناه_سكان_حطين ومخرج ٢،٤،٥باي باي ياعرب وسلم لي عالبتينقان,,,,1.19E+18,https://twitter.com/mab7o0o7ah/status/1185369737657815040
19/10/2019 1:18,hilalah_1439H,,0,1,0,#معاناه_سكان_حطين رَبَّنَا فَاغْفِرْ لَنَا ذُنُوبَنَا وَكَفِّرْ عَنَّا سَيِّئَاتِنَا وَتَوَفَّنَا مَعَ الْأَبْرَارِ,,,,1.19E+18,https://twitter.com/hilalah_1439H/status/1185364475085500417
19/10/2019 0:45,Malojairi1,,0,1,1,عمل اكثر من رائع بسسسسس الزحمه غير طبعية نضطر نوقف اشغالنا بسبب الزحمه. واليوم الساعه ١٢:٣٠ نسمع العاب ناريه طيب فيه ناس نايمه ليش تصحونهم!!!!؟؟؟؟؟ نتمنى تنحل المشكلة #موسم_الرياض #معاناه_سكان_حطين @Turki_alalshikh @RiyadhSeason,,#NAME?,,1.19E+18,https://twitter.com/Malojairi1/status/1185356274545901568
19/10/2019 0:43,alohi20000,,0,2,2,#معاناه_سكان_حطين الساعه الان ٣:٣٠ فجرا ولازال المرور يقفل الطرق والحي يعج بالسيارات الله يعينا على مابلانا @Turki_alalshikh @eMoroor @Amanatalriyadh,,#NAME?,,1.19E+18,https://twitter.com/alohi20000/status/1185355832504016898
19/10/2019 0:16,kang100100,,1,1,0,ساعه ونص ع شان اوصل البيت وصلت البيت الاقي سيارات واقفه امام البيت والكراج !!!!!!!!! الله يعين ع ذا الشهرين ذي متي تخلص #معاناه_سكان_حطين,,,,1.19E+18,https://twitter.com/kang100100/status/1185348893153923072
19/10/2019 0:09,angeldeams_o,RiyadhSeason,0,1,0,اي هنا الرد اسرع شي حسبي الله فيكم بس هنا ولا حتي اعتذار #معاناه_سكان_حطين,,,,1.19E+18,https://twitter.com/angeldeams_o/status/1185347322512850944
19/10/2019 0:06,Sana_muq,,0,1,0,#معاناه_سكان_حطين توقيت الألعاب النارية غير موفق ، الساعة ١٢.٣٠ !! اتمنى احترام سكان الحي. @Turki_alalshikh,,#NAME?,,1.19E+18,https://twitter.com/Sana_muq/status/1185346512949305350
18/10/2019 23:58,remaalro,,0,2,0,#موسم_الرياض #معاناه_سكان_حطين ما أقول الا الله ياجرنا على ال٧٠ يوم ,,,,1.19E+18,https://twitter.com/remaalro/status/1185344359690096640
18/10/2019 23:48,njoodalrumih,,0,5,2,#معاناه_سكان_حطين معلييش اوففر مره الوضع الي قاعد يصير اجل ١ونص الفجر العاب نارريه !!!!!فيه اطفال وكبار بالسن في البيوت روعتوهم !!!! @Turki_alalshikh @RiyadhSeason @eMoroor @emara_riyadh,,#NAME?,,1.19E+18,https://twitter.com/njoodalrumih/status/1185341815311994881
18/10/2019 23:48,sora45763020,,0,0,0,#معاناه_سكان_حطين ارجو الانتباه من الشباب المتهورين بسرعة القيادة علماً انه يوجد اطفال ورجال يمشون على الاقدام واتمنى في السنه القادمه تغيير مكان البلو ڤارد الى الجنادريه حيث انه مهيئ من جميع النواحي بعيد عن الازدحام ويوجد به موقف للسيارات وعدم ازعاج الاحياء القريبه منه,,,,1.19E+18,https://twitter.com/sora45763020/status/1185341795728801792
18/10/2019 23:45,0o0abdullah0o0,,0,1,1,#معاناه_سكان_حطين من متى معلنين عن الذوق العام كانظام قانون المفترض كلنا نرفع ونكسب القضية بالراحة تعويض مادي خل وزارة الترفية تقفل من بدري ,,,,1.19E+18,https://twitter.com/0o0abdullah0o0/status/1185341181338755072
18/10/2019 23:26,sora45763020,,3,4,3,#معاناه_سكان_حطين انا من سكان حي حطين والقريبين جداً من الموسم و بدؤ بالالعاب النارية الساعة ١فجراً وافزعو اطفالي النائمين اطالب بيقاف الألعاب النارية التي تشبه القنابل !! الغريب انهم يقولو ان اصوات المآذن تفزع الاطفال !!! ياسبحان الله,,,,1.19E+18,https://twitter.com/sora45763020/status/1185336476583845888
18/10/2019 23:25,7mtooM,,0,0,0,لو انكم ساكنين في الدخل كان اموركم تمام #معاناه_سكان_حطين,,,,1.19E+18,https://twitter.com/7mtooM/status/1185336036207054853
18/10/2019 23:21,totti3350,,2,4,1,الالعاب النارية الساعة ٢ سلامات فيه كبار سن ومرضى واطفال وغير العالم الي توقف قدام البيت وما تقدر تطلع من البيت اتمنى ايجاد حلول @Amanatalriyadh @eMoroor @Turki_alalshikh @n_hteen #معاناه_سكان_حطين – at Hittin District | حي حطين,,#NAME?,,1.19E+18,https://twitter.com/totti3350/status/1185335092991930368
18/10/2019 23:18,Azooz65,,0,0,0,الله يعينكم باذن الله تلقون حل قريب لأن صعب جدًا يكون كذا وضعكم طول الموسم ! #معاناه_سكان_حطين,,,,1.19E+18,https://twitter.com/Azooz65/status/1185334473296142336
18/10/2019 23:18,alhobani096,,0,1,0,#معاناه_سكان_حطين وين اللي كانو ينادون بإقفال السماعات الخارجية وقت الصلاة نتمنى يعطونا رأيهم في اللي قاعد يصير,,,,1.19E+18,https://twitter.com/alhobani096/status/1185334330069045248
18/10/2019 23:15,AAlorani,,0,0,0,انا اقول ياتعويض مادي لنا ولا ترفيه خاص لنا مهزله الف #معاناه_سكان_حطين,,,,1.19E+18,https://twitter.com/AAlorani/status/1185333714269720576
18/10/2019 23:14,RanaAlsanad,,0,1,1,نطالب بوقف الالعاب الناريه ليلا ليس من المنطق ان يقام موسم الرياض بهذه الترتيبات الجميله في وسط حي سكني وليس من المعقول الالعاب الناريه الساعه 2 #معاناة_سكان_حطين,,,,1.19E+18,https://twitter.com/RanaAlsanad/status/1185333467544018945
18/10/2019 23:13,CAT_187_CLAW,,0,0,0,تخيلت الرجل الحديدي عملاق ويمشي ويرفس بالأرض اوووف ادرنالين رش هههه #معاناه_سكان_حطين,,,,1.19E+18,https://twitter.com/CAT_187_CLAW/status/1185333107261661185
18/10/2019 23:09,AAlorani,,0,0,0,حطين انا ساكته ومتحمله يالطيف يالهمج اكتشفت إن بعض الناس مايعرف شي اسمه شل عقبك ولا الازعاج ياليت نصير نفس كوريا بالنظافه #معاناه_سكان_حطين,,,,1.19E+18,https://twitter.com/AAlorani/status/1185332211635118082
18/10/2019 23:08,sumix_R6,,1,1,1,@Turki_alalshikh يرحم امك بيتي يبعد عن الفعاليه كيلو ونص وتجي تحط طراطيع الساعه ١٢:٣٠ و ١:٥٠ الصبح الناس تبي تنام ياخي امي تعبانه وقايمه منخرشه من قوه الصوت. شغلوا لين تملون بس مب بعد الساعه ١١ الناس تبي تنام ياساده #معاناة_سكان_حطين,,#NAME?,,1.19E+18,https://twitter.com/sumix_R6/status/1185331793261744130
18/10/2019 23:07,reemo777,,1,2,0,ياليت اذا فيه العاب ناريه بعد الساعه ١٢ يكون معلن عنها! والله صوتها مرررعب فجأه الساعه ٢ اصوات مره قويه ! على الاقل احترام لسكان الحي مو يكفي مسكرين كل الشوارع قرب الاحتفالات من بيتك نعمة ونقمة بنفس الوقت #موسم_الرياض2019 #بوليفارد_الرياض #معاناة_سكان_حطين,,,,1.19E+18,https://twitter.com/reemo777/status/1185331551132946432
18/10/2019 23:02,selten9,,0,2,1,اذا مطار هيثرو على أهميته يقفل الساعه 12 مراعاه للمجاورين من حوله وأنتم متى ناوين توقفون الألعاب الناريه #معاناه_سكان_حطين,,,,1.19E+18,https://twitter.com/selten9/status/1185330287192039425
18/10/2019 23:01,Atheer_alNashmi,,3,2,3,@Turki_alalshikh معاليك ، احنا فعلاً سعداء بموسم الرياض وفخورين بما قدمتم وأنجزتم .. لكن الوضع هاليومين غير محتمل بغض النظر عن الاختناق المروري والازدحام .. فايروركس للساعة ٢ الفجر ليه ؟ في بيوتنا أطفال وكبار سن ومرضى ، غير منطقي أن يحدث كل هذا في مناطق سكنية #معاناه_سكان_حطين,,#NAME?,,1.19E+18,https://twitter.com/Atheer_alNashmi/status/1185329989006364673
18/10/2019 23:00,Reem94s,,4,4,3,وإلى متى بتستمر الألعاب الناريه؟! #معاناه_سكان_حطين ,,,,1.19E+18,https://twitter.com/Reem94s/status/1185329750266535937
18/10/2019 22:59,SamarFahad__,,1,2,4,#معاناه_سكان_حطين هالمهزله بتصير كل يوم لمدة شهرين! شلون يعني مانقدر نرتاح ببيوتنا؟ ⁦@HRCSaudi⁩ ⁦@RiyadhSeason⁩ ⁦,,#NAME?,,1.19E+18,https://twitter.com/SamarFahad__/status/1185329586948755456
18/10/2019 22:58,sh3olas,,2,1,3,هذا وقت العاب ناريه بلاه الساعه ١:٥١ ص #معاناه_سكان_حطين @n_hteen,,#NAME?,,1.19E+18,https://twitter.com/sh3olas/status/1185329313568231424
18/10/2019 22:57,nora_sm1,,0,0,0,#معاناة_سكان_حطين توقيت #الألعاب_النارية غبي جداا. #موسم_الرياض,,,,1.19E+18,https://twitter.com/nora_sm1/status/1185329133481582594
18/10/2019 22:57,1AA1Mkw2,,0,1,0,#معاناه_سكان_حطين مو معقولة ماخذوا في بالهم السُكان ، ازعاج ازعاج غير طبيعي ، كانها عندي هالالعاب !,,,,1.19E+18,https://twitter.com/1AA1Mkw2/status/1185329064313266180
18/10/2019 22:55,bndrsaad1985,,0,10,5,@Turki_alalshikh يا رجل ألعاب نارية الساعة ٢:٠٠ ص في منطقة سكنية!! #معاناه_سكان_حطين @KingSalman,,#NAME?,,1.19E+18,https://twitter.com/bndrsaad1985/status/1185328623919796224
18/10/2019 22:55,ReemaSauod,,1,0,3,#معاناه_سكان_حطين وشو بعد هالصوت؟!!! العاب ناريه ولا رعد ولا حرب؟!!! ترى الساعه٢ الفجر خافو ربكم #موسم_الرياض2019 #موسم_الرياض,,,,1.19E+18,https://twitter.com/ReemaSauod/status/1185328579405631489
18/10/2019 22:53,angeldeams_o,,4,5,5,#موسم_الرياض #معاناه_سكان_حطين ,,,,1.19E+18,https://twitter.com/angeldeams_o/status/1185328188089614336
18/10/2019 22:32,abomohmd1211,,0,0,0,توقعت الفعاليات بعيده عن مساكن الناس اهل هالحي الله بكون بعونهم #معاناه_سكان_حطين,,,,1.19E+18,https://twitter.com/abomohmd1211/status/1185322901932781568
18/10/2019 22:28,0o0abdullah0o0,,1,1,1,#معاناه_سكان_حطين @amanh_riyadh @Amana940 @Amanatalriyadh @eMoroor @Turki_alalshikh @emara_riyadh والله الحي يعاني والمنازل فيها كبار سن ومرضى وأطفال وشوارع الأحياء صارت طرق سريعة وازعاج وقذارة والله عيب. نعرف أن الذوق العام مهم والنظافة كذلك ولكبار السن إحترام وللمرضى هدوء ؟!؟!,,#NAME?,,1.19E+18,https://twitter.com/0o0abdullah0o0/status/1185321778350116864
18/10/2019 22:22,angeldeams_o,RiyadhSeason,0,0,0,جعلكم تنامو في جهنم #معاناه_سكان_حطين,,,,1.19E+18,https://twitter.com/angeldeams_o/status/1185320229485895681
18/10/2019 22:19,Reem94s,,7,2,0,#موسم_الرياض #معاناه_سكان_حطين طبعًا صاحبة السياره توها تشرف وتدق الباب بعد الساعة ١٢ ! وعذرها هم قالوا لي هالييوت مهيب مسكونه!!!!! ,,,,1.19E+18,https://twitter.com/Reem94s/status/1185319607944527872
18/10/2019 22:09,0o0abdullah0o0,,0,0,0,@Turki_alalshikh #معاناه_سكان_حطين والله عيب وعدم احترام للذوق العام ولسكان الحي وأكبر غلط عدم ترتيب وتنظيم للمسارات والمواقف صارت منازل الحي ؟! ياوجه استح وين الدوريات عن العينات المزعجة والمؤذية كبار السن مالهم قيمة واحترام استحوا على وجيهكم والنظافة انعدمت !!,,#NAME?,,1.19E+18,https://twitter.com/0o0abdullah0o0/status/1185317004640751616
18/10/2019 22:04,hak1426,,0,0,0,ترويع الأطفال بأصوات كأنها قنابل متفجرة في ساعات متأخرة من الليل، ناهيك عن الزحام في الدخول والخروج ..حرمنا من أفنية منازلنا للأصوات الموسيقيةالمزعجة .. كأن الحي بلاسكان! #معاناة_سكان_حطين,,,,1.19E+18,https://twitter.com/hak1426/status/1185315669623136256
18/10/2019 22:00,sh3olas,,0,0,1,يارب الحين وانا راجعه مالقى مرور مقفلين مداخل الحي #معاناه_سكان_حطين,,,,1.19E+18,https://twitter.com/sh3olas/status/1185314774562869256
18/10/2019 21:45,AlSayariNouf,,0,0,1,وضع الحفلات والعروض والفعاليات داخل الأحياء السكنية سوء تخطيط وقل دبرة..! حسبي الله ونعم الوكيل.. #معاناه_سكان_حطين #موسم_الرياض,,,,1.19E+18,https://twitter.com/AlSayariNouf/status/1185310949760212992
18/10/2019 21:43,angeldeams_o,RiyadhSeason,0,0,1,لا تنظيم ولا موقع ولا اختار ولا شي حسبي الله فيكم #معاناه_سكان_حطين,,,,1.19E+18,https://twitter.com/angeldeams_o/status/1185310534163451904
18/10/2019 21:38,sh3olas,RiyadhSeason,0,0,0,وعدكم بموسم اكبر من الخيال بعيد عن #حي_حطين واقلعوه في قلعة وادرين وجيبو المرور يقفل لكم القلعه مثل ماقفلتو علينا الحي #معاناه_سكان_حطين,,,,1.19E+18,https://twitter.com/sh3olas/status/1185309274618109953
